RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Reason for exiting company
3560,15727353,Ch'ang,650,France,Female,64,7,142028.36,1,1,0,32275.09,1,Excess Documents Required
3561,15733777,Evans,817,France,Male,44,8,0.0,1,0,0,65501.91,1,Excess Documents Required
3563,15723263,Cocci,495,Germany,Female,34,9,117160.32,1,1,1,116069.24,1,Inexperienced Staff / Bad customer service 
3565,15803121,Chia,847,France,Male,51,5,97565.74,1,0,0,144184.06,1,High Service Charges/Rate of Interest
3570,15761670,Morley,695,France,Female,50,8,0.0,1,1,0,126381.6,1,Excess Documents Required
3571,15706005,Roberts,674,France,Male,46,2,174701.05,1,1,0,90189.72,1,Long Response Times
3579,15711618,Chang,704,Germany,Female,39,1,124640.51,1,1,0,116511.12,1,Long Response Times
3584,15773221,Harris,577,Spain,Male,43,8,79757.21,1,1,0,135650.72,1,High Service Charges/Rate of Interest
3593,15628886,Matlock,677,Spain,Male,56,5,123959.97,1,1,1,60590.72,1,High Service Charges/Rate of Interest
3601,15573599,Adamson,506,France,Female,57,6,0.0,2,0,1,194421.12,1,Long Response Times
3602,15747208,Watt,608,France,Male,50,6,0.0,1,1,0,93568.77,1,Excess Documents Required
3604,15772528,Mishin,750,France,Female,47,7,121376.15,2,1,0,54473.6,1,High Service Charges/Rate of Interest
3611,15711716,Ferguson,580,France,Female,56,1,131368.3,1,1,0,106918.67,1,Long Response Times
3616,15639357,Allan,415,France,Male,46,9,134950.19,3,0,0,178587.36,1,Excess Documents Required
3617,15738907,Tobenna,798,France,Female,60,6,96956.1,1,1,0,31907.44,1,Inexperienced Staff / Bad customer service 
3618,15663446,Volkova,792,Germany,Female,29,4,107601.79,1,1,0,18922.18,1,Inexperienced Staff / Bad customer service 
3619,15750867,Nucci,489,Germany,Female,46,8,92060.06,1,1,0,147222.95,1,Long Response Times
3627,15634968,Hsueh,789,Germany,Female,37,6,110689.07,1,1,1,71121.04,1,Long Response Times
3638,15809320,McElhone,845,Spain,Female,52,0,0.0,1,1,0,31726.76,1,High Service Charges/Rate of Interest
3640,15793049,Atkins,680,Germany,Female,48,8,115115.38,1,1,0,139558.6,1,High Service Charges/Rate of Interest
3646,15607263,McCartney,788,France,Male,55,3,0.0,1,0,1,13288.46,1,Long Response Times
3647,15610900,Thompson,770,France,Female,70,9,110738.89,1,1,0,22666.77,1,High Service Charges/Rate of Interest
3649,15691703,Shih,545,France,Male,47,8,105792.49,1,0,1,67830.2,1,Long Response Times
3657,15759284,Yeh,750,France,Female,37,6,0.0,1,1,1,117948.0,1,Long Response Times
3659,15661903,Hsia,699,France,Female,43,3,80764.03,1,1,0,199378.58,1,Excess Documents Required
3660,15664668,Zarate,534,France,Female,42,9,144801.97,1,0,1,12483.39,1,Long Response Times
3664,15602731,Wong,724,France,Male,31,5,0.0,1,1,0,134889.95,1,Inexperienced Staff / Bad customer service 
3669,15586133,Pisano,666,Germany,Female,44,2,122314.5,1,0,0,68574.88,1,Long Response Times
3682,15666270,Omeokachie,676,France,Female,40,2,147803.48,1,1,0,95181.06,1,Excess Documents Required
3684,15727197,Pinto,576,France,Female,52,9,170228.59,2,0,0,148477.57,1,Long Response Times
3694,15722246,Omeokachie,742,France,Female,60,4,0.0,1,1,1,13161.66,1,High Service Charges/Rate of Interest
3695,15609704,Mao,608,France,Female,33,4,0.0,1,1,0,79304.38,1,Excess Documents Required
3704,15768451,MacDonald,739,Germany,Male,40,5,149131.03,3,1,1,60036.99,1,Inexperienced Staff / Bad customer service 
3710,15812616,Enyinnaya,707,France,Female,49,10,0.0,1,1,0,82967.97,1,Excess Documents Required
3712,15729489,Hyde,762,Germany,Female,34,8,98592.88,1,0,1,191790.29,1,High Service Charges/Rate of Interest
3716,15640409,Carpenter,817,Germany,Female,46,0,89087.89,1,0,1,87941.85,1,Inexperienced Staff / Bad customer service 
3720,15577999,Sleeman,850,France,Female,62,1,124678.35,1,1,0,70916.0,1,Excess Documents Required
3725,15703541,Wang,772,Germany,Female,51,9,143930.92,1,0,1,46675.51,1,High Service Charges/Rate of Interest
3727,15608344,Dawson,749,Germany,Female,29,7,137059.05,3,1,0,102975.72,1,High Service Charges/Rate of Interest
3728,15768367,Nebechukwu,781,France,Female,27,7,186558.55,1,1,1,175071.29,1,High Service Charges/Rate of Interest
3732,15568573,Graham,554,Germany,Female,51,7,105701.91,1,0,1,179797.79,1,Inexperienced Staff / Bad customer service 
3733,15689598,Dean,722,France,Male,46,6,0.0,1,1,1,93917.68,1,Long Response Times
3742,15635396,Thompson,738,Germany,Female,29,9,139106.19,1,1,0,141872.05,1,Long Response Times
3744,15678944,Brown,655,Germany,Female,32,6,130935.56,1,1,0,9241.83,1,Long Response Times
3745,15718507,Su,647,Germany,Male,37,3,116509.99,1,1,1,149517.71,1,Inexperienced Staff / Bad customer service 
3747,15804709,Watt,688,Germany,Male,35,5,111578.18,1,0,0,166165.93,1,Excess Documents Required
3759,15582910,Turnbull,514,France,Male,38,4,112230.38,1,1,0,16717.11,1,High Service Charges/Rate of Interest
3764,15773868,Belov,653,Germany,Female,37,3,125734.2,2,1,0,134625.09,1,Inexperienced Staff / Bad customer service 
3775,15691785,Findlay,850,France,Male,61,1,0.0,1,1,0,53067.83,1,Excess Documents Required
3781,15685290,Wall,595,Germany,Male,46,5,142360.62,2,1,0,48421.4,1,Excess Documents Required
3783,15680449,Hsing,431,Germany,Female,44,2,138843.7,1,1,0,37688.31,1,Excess Documents Required
3784,15599860,Warner,647,Spain,Female,26,8,109958.15,1,1,1,136592.24,1,Long Response Times
3787,15728224,Kerr,710,Germany,Female,41,9,149155.53,2,1,0,42131.26,1,Excess Documents Required
3788,15644174,Marchesi,638,Germany,Male,27,4,135096.05,1,1,1,186523.72,1,Inexperienced Staff / Bad customer service 
3791,15756751,Griffiths,596,Spain,Female,54,0,78126.28,1,1,1,153482.91,1,Long Response Times
3794,15584037,Denisov,727,Germany,Male,58,5,106913.43,1,1,0,25881.0,1,Inexperienced Staff / Bad customer service 
3798,15669887,Lambert,839,France,Female,51,3,0.0,1,1,1,69101.23,1,Inexperienced Staff / Bad customer service 
3804,15651264,Yobanna,850,Germany,Male,51,4,124425.99,1,0,0,118545.49,1,Excess Documents Required
3818,15724251,Todd,682,Germany,Female,29,6,101012.77,1,0,0,32589.89,1,Inexperienced Staff / Bad customer service 
3820,15718289,Bradley,553,Germany,Male,46,3,82291.1,1,1,0,112549.99,1,Excess Documents Required
3828,15654733,Hsieh,794,Germany,Male,57,3,117056.46,1,1,0,93336.93,1,Long Response Times
3837,15602797,Okwudilichukwu,645,Spain,Female,49,5,110132.55,3,0,1,187689.91,1,Inexperienced Staff / Bad customer service 
3839,15778154,Kung,628,Germany,Male,50,4,122227.71,1,0,1,14217.77,1,Inexperienced Staff / Bad customer service 
3840,15806230,Trevisano,629,Germany,Male,40,2,121647.54,2,1,1,64849.74,1,Excess Documents Required
3841,15662884,Naylor,739,Germany,Male,58,1,110597.76,1,0,1,160122.66,1,High Service Charges/Rate of Interest
3842,15750778,Ponomarev,653,France,Female,60,2,120731.39,4,1,1,138160.11,1,Inexperienced Staff / Bad customer service 
3844,15677804,Aliyeva,783,Spain,Male,38,1,0.0,3,1,1,80178.54,1,Inexperienced Staff / Bad customer service 
3862,15615126,Cocci,780,France,Female,37,3,0.0,2,0,0,182156.81,1,Excess Documents Required
3878,15753847,Hawkins,645,Spain,Male,45,4,0.0,1,0,1,174916.85,1,Long Response Times
3880,15757541,Rickard,778,France,Female,33,9,151772.63,2,0,0,180249.94,1,High Service Charges/Rate of Interest
3886,15618255,Fedorov,642,Germany,Female,56,6,103244.86,2,1,0,143049.72,1,Long Response Times
3899,15750156,Yu,662,Germany,Male,59,2,104568.41,1,1,0,8059.44,1,Inexperienced Staff / Bad customer service 
3903,15720305,Power,591,Spain,Female,40,1,86376.29,1,0,1,136767.16,1,Excess Documents Required
3911,15698716,Baker,620,France,Female,70,3,87926.24,2,1,0,33350.26,1,Long Response Times
3914,15732266,Field,553,Germany,Male,53,5,127997.83,1,1,0,165378.66,1,Long Response Times
3918,15640258,Chou,685,France,Female,50,6,94238.75,2,1,1,50664.07,1,Long Response Times
3922,15743871,Nkemdirim,567,France,Male,59,3,0.0,2,1,0,25843.7,1,Long Response Times
3931,15626008,Miller,622,Germany,Female,52,9,111973.97,1,1,1,162756.29,1,Long Response Times
3936,15648362,Kennedy,728,Germany,Male,45,3,108924.33,2,1,0,84300.4,1,Inexperienced Staff / Bad customer service 
3939,15723717,Heath,483,Germany,Male,41,1,118334.44,1,0,0,163147.99,1,Inexperienced Staff / Bad customer service 
3941,15659736,Herbert,716,Germany,Male,66,5,121411.9,1,0,0,10070.4,1,High Service Charges/Rate of Interest
3942,15603170,Kang,654,France,Male,32,9,121455.65,1,1,0,190068.53,1,Excess Documents Required
3952,15619972,Akabueze,807,France,Female,47,9,167664.83,1,0,0,125440.11,1,Excess Documents Required
3958,15756610,Carlson,657,Germany,Female,38,5,123770.46,1,0,0,47019.66,1,High Service Charges/Rate of Interest
3960,15663164,Yudin,663,Germany,Male,49,7,116150.65,3,1,1,84358.71,1,Long Response Times
3965,15714981,Sabbatini,476,France,Male,37,4,0.0,1,1,1,55775.84,1,Excess Documents Required
3970,15743673,Wood,551,Spain,Male,27,2,113873.22,1,1,1,85129.77,1,Excess Documents Required
3976,15720071,Fiorentini,535,France,Female,49,3,0.0,1,0,0,61820.41,1,High Service Charges/Rate of Interest
3980,15783030,Owens,685,France,Female,40,7,0.0,1,1,0,72852.74,1,Excess Documents Required
3983,15627665,Sung,614,France,Male,46,4,0.0,1,1,0,74379.57,1,Long Response Times
3984,15814092,Wang,626,France,Female,44,2,0.0,1,0,1,173117.22,1,Excess Documents Required
3989,15650442,Hsieh,644,Germany,Female,32,8,141528.88,1,1,1,167087.34,1,Long Response Times
3992,15601659,Fiorentino,496,Germany,Female,59,7,91680.1,2,1,0,163141.18,1,Long Response Times
3999,15737071,Tang,639,France,Female,60,5,162039.78,1,1,1,84361.72,1,High Service Charges/Rate of Interest
4002,15792064,Pai,545,Germany,Male,53,5,114421.55,1,1,0,180598.28,1,Excess Documents Required
4006,15677052,Ko,589,France,Female,59,2,0.0,2,1,1,126160.24,1,Long Response Times
4014,15653776,Salier,720,Germany,Female,57,1,162082.31,4,0,0,27145.73,1,Inexperienced Staff / Bad customer service 
4015,15597914,Evdokimov,641,Germany,Female,51,2,117306.69,4,1,1,26912.72,1,Inexperienced Staff / Bad customer service 
4018,15678034,Grosse,811,France,Male,46,9,180226.24,1,1,0,13464.64,1,High Service Charges/Rate of Interest
4022,15697100,Wright,772,Germany,Female,48,6,108736.52,1,1,0,184564.67,1,Inexperienced Staff / Bad customer service 
4027,15606641,Beggs,762,Germany,Male,56,10,100260.88,3,1,1,77142.42,1,Long Response Times
4034,15569079,Hagins,632,Germany,Male,48,6,126066.26,1,1,0,64345.61,1,Long Response Times
4037,15640034,Milligan,551,France,Male,42,2,139561.46,1,1,0,43435.43,1,High Service Charges/Rate of Interest
4038,15807563,Ch'iu,841,France,Female,52,5,0.0,1,0,0,183239.71,1,Excess Documents Required
4039,15684461,McKay,469,Spain,Female,31,6,0.0,1,1,0,146213.75,1,Long Response Times
4055,15734762,Ignatiev,602,France,Female,56,3,115895.22,3,1,0,4176.17,1,Long Response Times
4063,15800083,Macdonald,559,France,Male,45,8,24043.45,1,0,1,169781.45,1,Excess Documents Required
4065,15689886,Holden,626,Germany,Male,39,10,132287.92,3,1,1,51467.92,1,Inexperienced Staff / Bad customer service 
4077,15676404,Kirillov,672,France,Female,50,1,0.0,1,1,0,12106.82,1,Inexperienced Staff / Bad customer service 
4081,15812262,Gaffney,808,Germany,Female,37,2,100431.84,1,1,0,35140.49,1,Excess Documents Required
4083,15669301,Romani,778,Germany,Female,29,6,150358.97,1,1,0,62454.01,1,Excess Documents Required
4094,15798470,Scannell,764,Spain,Female,48,1,75990.97,1,1,0,158323.81,1,Long Response Times
4105,15676571,Bezrukova,850,France,Male,55,6,0.0,1,1,0,944.41,1,High Service Charges/Rate of Interest
4108,15643865,Lo Duca,601,France,Female,40,3,92055.36,1,0,1,164652.02,1,Long Response Times
4115,15647008,Adams,624,Germany,Male,54,3,116726.22,1,1,0,110498.1,1,Inexperienced Staff / Bad customer service 
4125,15608406,Schmidt,678,France,Male,26,5,111128.04,1,1,0,60941.27,1,High Service Charges/Rate of Interest
4128,15625545,Hussey,712,Spain,Male,52,9,0.0,1,1,1,117977.45,1,Inexperienced Staff / Bad customer service 
4130,15810829,Macfarlan,618,France,Male,48,7,0.0,1,1,0,13921.82,1,Excess Documents Required
4137,15757952,Teng,651,France,Male,44,2,0.0,3,1,0,102530.35,1,Long Response Times
4143,15609623,McConnell,637,France,Female,63,5,0.0,1,1,0,28092.77,1,Excess Documents Required
4152,15569098,Winifred,627,France,Male,44,6,153548.12,1,0,0,35300.08,1,High Service Charges/Rate of Interest
4154,15664001,Riddle,695,Germany,Female,53,8,95231.91,1,0,0,70140.8,1,Excess Documents Required
4167,15654562,Ma,850,Spain,Female,45,5,174088.3,4,1,0,5669.31,1,Excess Documents Required
4176,15693376,Baryshnikov,741,Spain,Male,43,0,0.0,2,1,1,2920.63,1,High Service Charges/Rate of Interest
4183,15577587,Reynolds,550,Germany,Male,52,5,121016.23,1,1,1,41730.37,1,High Service Charges/Rate of Interest
4185,15635141,Miller,598,Germany,Male,59,8,118210.42,2,0,0,60192.14,1,Inexperienced Staff / Bad customer service 
4196,15747168,Sanders,626,Germany,Female,47,2,103108.8,1,0,1,166475.44,1,Long Response Times
4197,15796910,Tsui,625,Spain,Female,57,7,0.0,1,0,0,84106.17,1,Excess Documents Required
4198,15707674,Marino,515,France,Female,58,2,131852.81,1,1,0,81436.68,1,Long Response Times
4199,15565706,Akobundu,612,Spain,Male,35,1,0.0,1,1,1,83256.26,1,Inexperienced Staff / Bad customer service 
4207,15720929,Kazantseva,604,France,Female,47,8,62094.71,3,0,0,9308.1,1,Long Response Times
4210,15729201,Harewood,682,France,Male,55,9,0.0,1,1,0,153356.8,1,High Service Charges/Rate of Interest
4212,15615207,Yeh,792,Spain,Male,47,0,0.0,1,1,1,5557.88,1,Long Response Times
4216,15574213,Wilson,789,France,Female,53,1,158271.74,1,1,1,5036.39,1,High Service Charges/Rate of Interest
4218,15583840,Okechukwu,587,Germany,Male,35,5,121863.61,1,1,1,23481.69,1,Excess Documents Required
4219,15782418,Ku,589,Germany,Female,19,9,83495.11,1,1,1,143022.31,1,High Service Charges/Rate of Interest
4221,15711314,Kao,589,Spain,Female,45,1,0.0,1,0,0,125939.22,1,High Service Charges/Rate of Interest
4223,15627847,Woronoff,850,France,Male,40,6,0.0,1,1,0,136985.08,1,Excess Documents Required
4224,15588090,Ferri,726,Germany,Female,51,8,107494.86,2,1,0,140937.91,1,Excess Documents Required
4225,15735270,Ruggiero,767,Spain,Male,47,2,0.0,1,1,0,48161.18,1,High Service Charges/Rate of Interest
4243,15746553,Castles,526,Germany,Male,50,5,124233.24,1,0,1,159456.87,1,High Service Charges/Rate of Interest
4244,15622518,Stephenson,768,France,Female,26,5,51116.26,1,1,1,70454.79,1,Inexperienced Staff / Bad customer service 
4261,15664555,Hughes,587,France,Male,40,2,0.0,4,0,1,106174.7,1,Long Response Times
4265,15761294,Manna,667,Germany,Female,56,8,137464.04,1,1,0,130846.79,1,Long Response Times
4267,15673984,Daniels,536,France,Female,35,8,0.0,1,1,0,171840.24,1,Excess Documents Required
4269,15709941,Feng,753,France,Male,46,8,0.0,3,1,0,90747.94,1,Inexperienced Staff / Bad customer service 
4275,15690021,Martin,502,Germany,Female,42,0,132002.7,1,0,1,28204.98,1,Inexperienced Staff / Bad customer service 
4281,15740527,Lai,766,Germany,Female,62,7,142724.48,1,0,1,5893.23,1,Excess Documents Required
4288,15657529,Chin,714,Germany,Male,53,1,99141.86,1,1,1,72496.05,1,High Service Charges/Rate of Interest
4293,15800287,Micco,706,Spain,Female,46,2,127660.46,2,1,0,150156.82,1,Long Response Times
4296,15616454,Davidson,476,Germany,Female,34,8,111905.43,1,0,1,197221.81,1,Excess Documents Required
4298,15778149,Connolly,538,Spain,Male,68,9,0.0,2,1,0,110440.5,1,Excess Documents Required
4303,15791867,Hicks,544,Germany,Male,44,2,108895.93,1,0,0,69228.2,1,High Service Charges/Rate of Interest
4304,15675380,Logan,573,Spain,Male,56,3,154669.77,1,0,1,115462.27,1,Long Response Times
4306,15775294,Weber,692,France,Female,31,2,0.0,2,1,0,91829.17,1,Excess Documents Required
4310,15654000,Algarin,705,France,Female,35,5,0.0,1,1,0,133991.11,1,Excess Documents Required
4312,15719991,Korovina,727,Spain,Female,52,1,154733.97,1,1,0,80259.67,1,Excess Documents Required
4313,15720687,Chidubem,576,France,Female,41,4,112609.91,1,0,0,191035.18,1,High Service Charges/Rate of Interest
4317,15720774,P'eng,850,Spain,Male,44,7,89118.26,1,1,0,104240.77,1,Long Response Times
4324,15579566,Li Fonti,616,Spain,Female,43,3,120867.18,1,1,0,18761.92,1,Long Response Times
4333,15771543,Tu,507,Germany,Male,31,2,134237.07,1,1,1,166423.66,1,Excess Documents Required
4336,15810460,Fanucci,708,Spain,Female,64,5,0.0,3,0,1,112520.07,1,Excess Documents Required
4337,15771742,Boyle,580,Germany,Male,38,9,115442.19,2,1,0,128481.5,1,High Service Charges/Rate of Interest
4343,15772412,Corser,554,Spain,Male,30,6,135370.12,1,1,1,179689.05,1,High Service Charges/Rate of Interest
4344,15654577,Alexeeva,549,Germany,Male,54,5,92877.33,1,1,0,2619.64,1,High Service Charges/Rate of Interest
4346,15584536,Barber,720,Germany,Male,46,3,97042.6,1,1,1,133516.51,1,Long Response Times
4347,15585853,McCardle,743,Spain,Male,41,7,0.0,1,1,0,163736.09,1,Excess Documents Required
4348,15645271,Radcliffe-Brown,615,Germany,Male,24,8,108528.07,2,0,0,179488.41,1,Long Response Times
4350,15623107,Chukwumaobim,686,Spain,Male,45,3,74274.87,3,1,0,64907.48,1,Inexperienced Staff / Bad customer service 
4362,15592000,Calabresi,781,Germany,Female,48,9,82794.18,1,1,0,124720.68,1,Long Response Times
4368,15675854,Douglas,573,Spain,Male,50,0,159304.07,1,0,1,155915.24,1,High Service Charges/Rate of Interest
4372,15714391,Lai,563,France,Female,35,2,183572.84,1,1,1,66006.75,1,High Service Charges/Rate of Interest
4374,15596455,Mao,546,Spain,Female,45,2,0.0,1,0,0,197789.83,1,Long Response Times
4378,15696301,Snider,719,France,Female,37,9,101455.7,1,1,0,25803.59,1,Inexperienced Staff / Bad customer service 
4381,15812241,Udinese,438,Germany,Male,59,7,127197.14,1,1,0,51565.98,1,Long Response Times
4391,15674328,Moreno,670,France,Female,40,3,47364.45,1,1,1,148579.43,1,Long Response Times
4400,15572547,Vaguine,670,France,Female,45,9,104930.38,1,1,0,155921.81,1,Inexperienced Staff / Bad customer service 
4401,15567063,Manna,766,Germany,Female,34,6,106434.94,1,0,1,137995.66,1,High Service Charges/Rate of Interest
4403,15720637,Bell,710,Germany,Female,46,10,120530.34,1,1,0,166586.99,1,High Service Charges/Rate of Interest
4404,15616859,Bonwick,602,Germany,Female,43,2,113641.49,4,1,0,115116.35,1,Excess Documents Required
4410,15781598,Middleton,756,Germany,Male,41,6,149049.92,1,0,1,50422.36,1,Excess Documents Required
4412,15740345,Osborne,657,Spain,Male,42,5,41473.33,1,1,0,112979.6,1,Excess Documents Required
4430,15686463,Fu,626,France,Male,38,7,141074.59,1,1,0,52795.56,1,Long Response Times
4436,15648967,Ch'en,698,Germany,Female,64,1,169362.43,1,1,0,84760.32,1,Long Response Times
4438,15779522,Efimov,736,France,Female,24,0,0.0,2,1,0,109355.73,1,High Service Charges/Rate of Interest
4448,15716381,Greece,666,Germany,Female,50,7,109062.28,1,1,1,140136.1,1,High Service Charges/Rate of Interest
4453,15704788,Krawczyk,812,Spain,Female,49,8,66079.45,2,0,0,91556.57,1,Excess Documents Required
4455,15641312,Paterson,615,France,Male,36,6,0.0,1,1,1,27011.8,1,High Service Charges/Rate of Interest
